placeName,totalPopulation,malePopulation,femalePopulation,medianAge,medianAgeMale,medianAgeFemale,whitePopulation,blackPopulation,asianPopulation,hispanicPopulation,medianHouseholdIncome,incomeBelow10k,income10kTo15k,income15kTo25k,perCapitaIncome,populationBelowPoverty,medianGrossRent,totalHousingUnits,ownerOccupiedHousingUnits,renterOccupiedHousingUnits,medianHomeValue,medianMonthlyHousingCosts,medianYearStructureBuilt,totalEducationPopulation,bachelorsDegree,mastersDegree,doctorateDegree,employedPopulation,occupationData,managementOccupation,serviceOccupation,foreignBornPopulation,notHispanicWhitePopulation,notHispanicBlackPopulation,commuters,meanTravelTime,carAvailability,disabilityPopulation,healthInsurancePopulation,householdPopulation,singleParentHouseholds,unmarriedPartners,marriedPopulation,state,place,stateFIPS,placeFIPS,city,zip,latitude,longitude
"Lafayette city, Colorado",27952,14031,13921,39.7,38.1,43,23905,175,1110,4377,85909,325,140,269,49780,1496,1685,12089,8246,3450,458300,1685,1991,20141,2087,7703,3099,16355,15732,95417,39365,4377,175,1110,15411,332120,11696,27942,27942,11696,7241,,22455,CO,41835,8,41835,LAFAYETTE,80026,40.01188,-105.0985
"La Junta city, Colorado",6907,3287,3620,40.4,40.1,40.6,5549,120,167,2777,49654,440,300,111,25744,1322,635,3597,2047,1251,94800,635,1959,4705,1232,600,321,3025,2863,34434,47800,2777,120,167,2752,62105,3298,6871,6871,3298,1716,,5647,CO,42110,8,42110,LA JUNTA,81050,37.92266,-103.51528
"Lakewood city, Colorado",155733,76731,79002,38.5,36.5,40.4,132771,2224,5648,35308,71233,2956,1594,2210,39520,14071,1430,67597,38252,26592,398200,1430,1975,114151,21534,31231,12030,89871,86247,66176,36285,35308,2089,5461,84811,2082265,64844,153932,153932,64844,36787,,132936,CO,43000,8,43000,LAKEWOOD,80214,39.74205,-105.07123
"Lakewood city, Colorado",155733,76731,79002,38.5,36.5,40.4,132771,2224,5648,35308,71233,2956,1594,2210,39520,14071,1430,67597,38252,26592,398200,1430,1975,114151,21534,31231,12030,89871,86247,66176,36285,35308,2089,5461,84811,2082265,64844,153932,153932,64844,36787,,132936,CO,43000,8,43000,LAKEWOOD,80215,39.74412,-105.1158
"Lakewood city, Colorado",155733,76731,79002,38.5,36.5,40.4,132771,2224,5648,35308,71233,2956,1594,2210,39520,14071,1430,67597,38252,26592,398200,1430,1975,114151,21534,31231,12030,89871,86247,66176,36285,35308,2089,5461,84811,2082265,64844,153932,153932,64844,36787,,132936,CO,43000,8,43000,LAKEWOOD,80226,39.71081,-105.09155
"Lakewood city, Colorado",155733,76731,79002,38.5,36.5,40.4,132771,2224,5648,35308,71233,2956,1594,2210,39520,14071,1430,67597,38252,26592,398200,1430,1975,114151,21534,31231,12030,89871,86247,66176,36285,35308,2089,5461,84811,2082265,64844,153932,153932,64844,36787,,132936,CO,43000,8,43000,LAKEWOOD,80228,39.69186,-105.15726
"Lamar city, Colorado",7598,3913,3685,37.8,31.9,40.5,6814,95,31,2988,41124,309,237,119,21538,1338,746,3742,1782,1282,105500,746,1968,4754,961,427,410,3497,3273,65132,32692,2988,95,31,3209,51005,3064,7494,7494,3064,1958,,5987,CO,43110,8,43110,LAMAR,81052,37.94242,-102.65625
"Laporte CDP, Colorado",2299,1172,1127,47.2,48.8,43.3,2146,0,29,315,65275,69,93,51,31183,268,856,1056,738,275,326200,856,1974,1797,332,390,237,1214,1171,91750,36750,315,0,29,1151,24375,1013,2299,2299,1013,673,,1953,CO,43220,8,43220,LAPORTE,80535,40.73718,-105.19292
"La Salle town, Colorado",3377,1628,1749,33.5,36.2,32.1,2980,26,7,1106,76500,19,36,30,26569,159,1043,1045,864,164,257900,1043,1972,1993,628,214,90,1701,1675,31518,25417,1106,26,7,1637,41975,1028,3377,3377,1028,784,,2462,CO,43605,8,43605,LA SALLE,80645,40.28409,-104.64731
"Las Animas city, Colorado",2286,1036,1250,41.6,43,39.8,1679,33,28,1021,33042,100,156,85,18816,673,704,1295,520,579,56100,704,1958,1627,312,128,114,768,710,55893,21739,1021,0,28,698,8735,1099,2234,2234,1099,614,,1854,CO,43660,8,43660,LAS ANIMAS,81054,37.88583,-103.19493
"Lazy Acres CDP, Colorado",1071,596,475,55,48.1,58.8,1071,0,0,0,134271,0,16,68,78265,123,-666666666,481,481,0,746100,-666666666,1978,880,82,245,219,471,471,147344,-666666666,0,0,0,403,11695,481,1071,1071,481,399,,946,CO,44270,8,44270,LAZY ACRES,80302,40.0306,-105.35542
"Leadville city, Colorado",2731,1369,1362,36.6,39.9,35.1,2250,4,16,393,68421,21,243,0,38997,282,1078,1655,1112,272,228800,1078,0,2048,303,578,271,1752,1676,41417,-666666666,393,4,16,1642,48465,1384,2694,2694,1384,532,,2367,CO,44320,8,44320,LEADVILLE,80461,39.24244,-106.29016
"Leadville North CDP, Colorado",2200,1454,746,41.3,41.6,40.7,1894,0,0,130,54290,50,41,0,28586,364,1113,877,503,275,346300,1113,1970,1646,267,611,58,1379,1375,12057,-666666666,130,0,0,1375,56370,778,2200,2200,778,332,,2052,CO,44375,8,44375,LEADVILLE NORTH,80461,39.24244,-106.29016
"Limon town, Colorado",1161,444,717,53.3,47.2,54.4,1120,0,12,69,42153,27,45,31,27489,98,822,691,360,219,140600,822,1972,891,308,120,10,575,553,33636,-666666666,69,0,12,535,6830,579,1132,1132,579,321,,979,CO,44980,8,44980,LIMON,80828,39.26643,-103.70983
"Lincoln Park CDP, Colorado",3559,1640,1919,53,54.5,51.7,3461,5,0,221,68661,85,38,89,29333,407,840,1704,1365,297,207000,840,1972,2733,597,448,228,1306,1242,46324,-666666666,221,5,0,1182,21280,1662,3543,3543,1662,1052,,3076,CO,45145,8,45145,LINCOLN PARK,81212,38.54409,-105.42498
"Littleton city, Colorado",46208,22400,23808,40.2,38.7,42.1,41516,635,1126,5968,76375,891,956,735,47674,3521,1359,21189,11956,8344,446500,1359,1980,34581,4388,11582,5356,26900,26053,72500,42550,5968,622,1071,25635,597615,20300,45714,45714,20300,11353,,39061,CO,45255,8,45255,LITTLETON,80120,39.5929,-105.00949
"Littleton city, Colorado",46208,22400,23808,40.2,38.7,42.1,41516,635,1126,5968,76375,891,956,735,47674,3521,1359,21189,11956,8344,446500,1359,1980,34581,4388,11582,5356,26900,26053,72500,42550,5968,622,1071,25635,597615,20300,45714,45714,20300,11353,,39061,CO,45255,8,45255,LITTLETON,80123,39.61578,-105.0692
"Littleton city, Colorado",46208,22400,23808,40.2,38.7,42.1,41516,635,1126,5968,76375,891,956,735,47674,3521,1359,21189,11956,8344,446500,1359,1980,34581,4388,11582,5356,26900,26053,72500,42550,5968,622,1071,25635,597615,20300,45714,45714,20300,11353,,39061,CO,45255,8,45255,LITTLETON,80125,39.48546,-105.05737
"Littleton city, Colorado",46208,22400,23808,40.2,38.7,42.1,41516,635,1126,5968,76375,891,956,735,47674,3521,1359,21189,11956,8344,446500,1359,1980,34581,4388,11582,5356,26900,26053,72500,42550,5968,622,1071,25635,597615,20300,45714,45714,20300,11353,,39061,CO,45255,8,45255,LITTLETON,80127,39.52249,-105.15773
"Littleton city, Colorado",46208,22400,23808,40.2,38.7,42.1,41516,635,1126,5968,76375,891,956,735,47674,3521,1359,21189,11956,8344,446500,1359,1980,34581,4388,11582,5356,26900,26053,72500,42550,5968,622,1071,25635,597615,20300,45714,45714,20300,11353,,39061,CO,45255,8,45255,LITTLETON,80128,39.56167,-105.07914
"Littleton city, Colorado",46208,22400,23808,40.2,38.7,42.1,41516,635,1126,5968,76375,891,956,735,47674,3521,1359,21189,11956,8344,446500,1359,1980,34581,4388,11582,5356,26900,26053,72500,42550,5968,622,1071,25635,597615,20300,45714,45714,20300,11353,,39061,CO,45255,8,45255,LITTLETON,80160,39.6133,-105.0166
"Littleton city, Colorado",46208,22400,23808,40.2,38.7,42.1,41516,635,1126,5968,76375,891,956,735,47674,3521,1359,21189,11956,8344,446500,1359,1980,34581,4388,11582,5356,26900,26053,72500,42550,5968,622,1071,25635,597615,20300,45714,45714,20300,11353,,39061,CO,45255,8,45255,LITTLETON,80162,39.6133,-105.0166
"Lochbuie town, Colorado",6795,3471,3324,33.4,35.7,29.5,5968,150,0,3559,68493,84,55,43,27368,548,1186,2268,2132,136,275200,1186,2004,4493,985,477,33,3589,3462,73438,43712,3559,150,0,3406,125310,2268,6795,6795,2268,1748,,5143,CO,45530,8,45530,LOCHBUIE,80603,39.9845,-104.74539
"Log Lane Village town, Colorado",1057,492,565,30.6,32.5,30.3,960,0,0,615,49323,11,8,10,18532,86,736,381,218,139,103500,736,1977,597,206,28,2,474,458,-666666666,36875,615,0,0,418,7760,357,1050,1050,357,289,,800,CO,45695,8,45695,LOG LANE VILLAGE,80705,40.27116,-103.83428
"Loma CDP, Colorado",1571,771,800,20.5,27.6,19.7,1496,0,0,279,120183,0,0,0,32543,0,-666666666,461,282,104,285100,-666666666,2003,752,167,172,54,826,814,52688,-666666666,279,0,0,787,19115,386,1571,1571,386,268,,1041,CO,45750,8,45750,LOMA,81524,39.2842,-108.73257
"Lone Tree city, Colorado",13381,6414,6967,40.9,41.9,39.8,10962,517,1094,800,113795,138,15,43,74307,509,1735,5929,3339,2299,669300,1735,2000,9390,573,3809,1913,8036,7835,121827,12981,800,493,1094,7636,156140,5638,13360,13360,5638,3379,,11052,CO,45955,8,45955,LONE TREE,80124,39.53197,-104.89173
"Longmont city, Colorado",95864,46782,49082,39.1,37.5,40.5,82776,1112,3218,23427,79140,1673,929,1235,38094,7790,1437,38399,23569,13204,396000,1437,1987,65808,9957,18535,7906,52988,50715,76418,33572,23427,968,3201,49925,1114215,36773,95276,95276,36773,24021,,78338,CO,45970,8,45970,LONGMONT,80501,40.16479,-105.10208
"Longmont city, Colorado",95864,46782,49082,39.1,37.5,40.5,82776,1112,3218,23427,79140,1673,929,1235,38094,7790,1437,38399,23569,13204,396000,1437,1987,65808,9957,18535,7906,52988,50715,76418,33572,23427,968,3201,49925,1114215,36773,95276,95276,36773,24021,,78338,CO,45970,8,45970,LONGMONT,80501,40.16479,-105.10208
"Longmont city, Colorado",95864,46782,49082,39.1,37.5,40.5,82776,1112,3218,23427,79140,1673,929,1235,38094,7790,1437,38399,23569,13204,396000,1437,1987,65808,9957,18535,7906,52988,50715,76418,33572,23427,968,3201,49925,1114215,36773,95276,95276,36773,24021,,78338,CO,45970,8,45970,LONGMONT,80502,40.1672,-105.1019
"Longmont city, Colorado",95864,46782,49082,39.1,37.5,40.5,82776,1112,3218,23427,79140,1673,929,1235,38094,7790,1437,38399,23569,13204,396000,1437,1987,65808,9957,18535,7906,52988,50715,76418,33572,23427,968,3201,49925,1114215,36773,95276,95276,36773,24021,,78338,CO,45970,8,45970,LONGMONT,80503,40.16922,-105.20725
"Longmont city, Colorado",95864,46782,49082,39.1,37.5,40.5,82776,1112,3218,23427,79140,1673,929,1235,38094,7790,1437,38399,23569,13204,396000,1437,1987,65808,9957,18535,7906,52988,50715,76418,33572,23427,968,3201,49925,1114215,36773,95276,95276,36773,24021,,78338,CO,45970,8,45970,LONGMONT,80504,40.16523,-105.03029
"Louisville city, Colorado",19342,9651,9691,41.1,41.1,41.1,16913,186,1101,1503,116073,284,114,154,56720,1028,1682,7740,5358,2081,627500,1682,1990,13437,1046,4824,3137,10811,10430,104722,31583,1503,114,1033,10313,193385,7439,19191,19191,7439,4875,,15320,CO,46355,8,46355,LOUISVILLE,80027,39.9508,-105.16354
"Loveland city, Colorado",81774,40055,41719,39.6,37.7,41.3,74764,443,860,9902,72515,1163,1130,1259,34684,6412,1330,33936,20533,12183,339500,1330,1991,57380,12979,13358,6027,42846,41016,58730,48480,9902,443,845,40464,937245,32716,81343,81343,32716,21163,,66594,CO,46465,8,46465,LOVELAND,80537,40.38304,-105.20277
"Loveland city, Colorado",81774,40055,41719,39.6,37.7,41.3,74764,443,860,9902,72515,1163,1130,1259,34684,6412,1330,33936,20533,12183,339500,1330,1991,57380,12979,13358,6027,42846,41016,58730,48480,9902,443,845,40464,937245,32716,81343,81343,32716,21163,,66594,CO,46465,8,46465,LOVELAND,80537,40.38304,-105.20277
"Loveland city, Colorado",81774,40055,41719,39.6,37.7,41.3,74764,443,860,9902,72515,1163,1130,1259,34684,6412,1330,33936,20533,12183,339500,1330,1991,57380,12979,13358,6027,42846,41016,58730,48480,9902,443,845,40464,937245,32716,81343,81343,32716,21163,,66594,CO,46465,8,46465,LOVELAND,80538,40.48174,-105.16825
"Loveland city, Colorado",81774,40055,41719,39.6,37.7,41.3,74764,443,860,9902,72515,1163,1130,1259,34684,6412,1330,33936,20533,12183,339500,1330,1991,57380,12979,13358,6027,42846,41016,58730,48480,9902,443,845,40464,937245,32716,81343,81343,32716,21163,,66594,CO,46465,8,46465,LOVELAND,80539,40.3978,-105.0749
"Lyons town, Colorado",2302,1169,1133,46.5,44.3,47.5,2151,32,16,115,106743,33,18,8,47950,99,1331,888,677,184,625400,1331,1997,1621,151,542,475,1206,1152,91875,52639,115,32,16,1145,26560,861,2302,2302,861,578,,1880,CO,47070,8,47070,LYONS,80540,40.23186,-105.39341
"Manassa town, Colorado",1039,490,549,35.3,36.8,33.7,881,11,0,519,44000,20,22,31,20712,231,535,389,277,53,117600,535,1973,648,179,71,35,482,457,48750,44167,519,11,0,451,11995,330,1039,1039,330,230,,785,CO,48060,8,48060,MANASSA,81141,37.16256,-105.89507
"Mancos town, Colorado",1349,659,690,38.3,36,40.5,1279,0,0,190,49837,33,24,25,25771,148,1004,672,349,220,217600,1004,1980,968,207,225,105,713,689,27426,25921,190,0,0,683,16550,569,1294,1294,569,327,,1101,CO,48115,8,48115,MANCOS,81328,37.30054,-108.3101
"Manitou Springs city, Colorado",5342,3071,2271,44.8,41.7,47.9,4885,44,137,286,65933,122,218,54,45306,573,936,2792,1393,1076,415400,936,1953,3913,530,918,803,3132,2697,56583,29402,286,44,137,2731,57320,2469,5308,5308,2469,1349,,4669,CO,48445,8,48445,MANITOU SPRINGS,80829,38.82922,-104.93289
"Mead town, Colorado",4978,2532,2446,33.9,33.1,34.4,4503,0,48,742,94947,35,12,0,37062,135,819,1595,1477,43,371600,819,1998,3057,627,706,174,2560,2469,106602,56500,742,0,48,2471,61345,1520,4957,4957,1520,1164,,3726,CO,49600,8,49600,MEAD,80542,40.23431,-104.99882
"Meeker town, Colorado",2745,1354,1391,34.8,31.7,35.5,2539,0,29,335,48500,49,58,50,26534,180,770,1346,697,401,211000,770,1972,1695,538,332,123,1107,1060,85913,52250,335,0,29,1027,11770,1098,2687,2687,1098,648,,2010,CO,49875,8,49875,MEEKER,81641,40.09112,-107.84699
"Meridian CDP, Colorado",4792,2632,2160,32,30.3,34.2,3053,399,843,344,78897,54,22,60,53763,260,1621,2623,409,2024,460600,1621,2006,3917,432,1385,768,3159,2880,70444,117935,344,308,843,2847,51505,2433,4792,4792,2433,1112,,4305,CO,50012,8,50012,MERIDIAN,80112,39.57288,-104.85854
"Meridian Village CDP, Colorado",2840,1442,1398,33.9,35.1,33.3,2173,0,473,183,175174,0,40,0,74523,83,2639,1067,988,39,573800,2639,2013,1951,62,936,464,1727,1691,88889,-666666666,183,0,473,1649,42525,1027,2840,2840,1027,794,,1980,CO,50026,8,50026,MERIDIAN VILLAGE,80134,39.48282,-104.77957
"Milliken town, Colorado",7862,3960,3902,34.1,34.4,33.1,7135,11,60,1842,69219,0,44,0,30888,215,998,2726,2309,352,306700,998,1999,5602,1460,906,274,4216,4068,69821,32381,1842,11,60,3980,131775,2661,7862,7862,2661,2186,,6223,CO,50480,8,50480,MILLIKEN,80543,40.34645,-104.8532
"Minturn town, Colorado",1149,588,561,35.7,35.9,33.4,1066,0,0,175,105000,15,0,9,44134,15,1818,513,229,145,732900,1818,1968,964,137,350,86,818,786,44833,-666666666,175,0,0,767,13500,374,1149,1149,374,246,,988,CO,50920,8,50920,MINTURN,81645,39.47634,-106.46779
"Monte Vista city, Colorado",4072,1886,2186,39.2,38,39.6,3716,6,0,2607,37810,300,190,61,21269,895,532,1962,1036,686,119600,532,1959,2746,854,350,166,1666,1382,-666666666,-666666666,2607,6,0,1231,21270,1722,4028,4028,1722,1041,,3312,CO,51635,8,51635,MONTE VISTA,81135,37.7425,-105.8761
"Monte Vista city, Colorado",4072,1886,2186,39.2,38,39.6,3716,6,0,2607,37810,300,190,61,21269,895,532,1962,1036,686,119600,532,1959,2746,854,350,166,1666,1382,-666666666,-666666666,2607,6,0,1231,21270,1722,4028,4028,1722,1041,,3312,CO,51635,8,51635,MONTE VISTA,81144,37.5516,-106.14851
"Montrose city, Colorado",19396,8993,10403,45.2,43.7,46.3,17764,27,204,4003,52534,554,576,450,29957,3201,936,8936,5623,2552,232200,936,1992,13870,2872,2530,840,8923,8279,54722,32500,4003,22,194,8138,114910,8175,19102,19102,8175,5330,,15956,CO,51745,8,51745,MONTROSE,81401,38.51559,-107.78472
"Montrose city, Colorado",19396,8993,10403,45.2,43.7,46.3,17764,27,204,4003,52534,554,576,450,29957,3201,936,8936,5623,2552,232200,936,1992,13870,2872,2530,840,8923,8279,54722,32500,4003,22,194,8138,114910,8175,19102,19102,8175,5330,,15956,CO,51745,8,51745,MONTROSE,81402,38.4783,-107.8762
"Montrose city, Colorado",19396,8993,10403,45.2,43.7,46.3,17764,27,204,4003,52534,554,576,450,29957,3201,936,8936,5623,2552,232200,936,1992,13870,2872,2530,840,8923,8279,54722,32500,4003,22,194,8138,114910,8175,19102,19102,8175,5330,,15956,CO,51745,8,51745,MONTROSE,81403,38.32308,-107.92816
"Montrose city, Colorado",19396,8993,10403,45.2,43.7,46.3,17764,27,204,4003,52534,554,576,450,29957,3201,936,8936,5623,2552,232200,936,1992,13870,2872,2530,840,8923,8279,54722,32500,4003,22,194,8138,114910,8175,19102,19102,8175,5330,,15956,CO,51745,8,51745,MONTROSE,81425,38.49363,-108.10469
"Monument town, Colorado",7691,3764,3927,35.6,34.2,37,7314,10,76,450,100339,153,68,63,39616,417,1598,2693,2094,501,410800,1598,2003,4901,495,1764,1004,3884,3647,89571,60781,450,10,76,3662,102450,2595,7596,7596,2595,1938,,5697,CO,51800,8,51800,MONUMENT,80132,39.09183,-104.8576
"Monument town, Colorado",7691,3764,3927,35.6,34.2,37,7314,10,76,450,100339,153,68,63,39616,417,1598,2693,2094,501,410800,1598,2003,4901,495,1764,1004,3884,3647,89571,60781,450,10,76,3662,102450,2595,7596,7596,2595,1938,,5697,CO,51800,8,51800,MONUMENT,80133,39.1155,-104.90443
"Mountain Village town, Colorado",1776,999,777,30.7,33,28.1,1533,0,45,329,53472,50,39,62,51536,342,746,1938,247,581,845000,746,1998,1213,241,466,133,1259,1221,75735,33333,329,0,45,1218,17045,828,1776,1776,828,293,,1549,CO,52550,8,52550,MOUNTAIN VILLAGE,81435,37.90014,-107.92397
"Mount Crested Butte town, Colorado",1050,562,488,36.9,36.8,40,1050,0,0,25,62708,17,0,0,42734,100,1328,1653,263,182,466400,1328,1983,901,49,421,140,784,772,51354,-666666666,25,0,0,739,5970,445,1050,1050,445,233,,975,CO,52570,8,52570,MOUNT CRESTED BUTTE,81225,38.94115,-107.00664
"Nederland town, Colorado",1465,808,657,45.4,44.6,46.3,1380,0,10,49,100259,24,24,0,56074,95,1224,720,409,236,496000,1224,1974,1127,150,433,170,970,948,70833,-666666666,49,0,10,881,20445,645,1465,1465,645,410,,1238,CO,53175,8,53175,NEDERLAND,80466,39.99008,-105.546
"New Castle town, Colorado",4877,2393,2484,36.1,33.9,36.7,4340,0,40,1176,82125,11,13,43,33066,200,1377,1778,1135,483,384800,1377,2001,3038,755,793,196,2654,2591,66500,77917,1176,0,40,2591,76620,1618,4877,4877,1618,1172,,3787,CO,53395,8,53395,NEW CASTLE,81647,39.57972,-107.5364
"Niwot CDP, Colorado",4085,2060,2025,46.9,47.7,46.2,4026,21,19,256,121592,59,14,63,75889,263,1091,1643,1416,227,663500,1091,1982,3010,278,1132,604,2026,1907,162701,-666666666,256,21,19,1857,40125,1643,4085,4085,1643,1183,,3437,CO,53780,8,53780,NIWOT,80544,40.10305,-105.17178
"Northglenn city, Colorado",39201,19869,19332,32.8,32.5,33,31029,1062,1598,13170,71104,403,288,210,31072,3020,1372,13937,7640,5856,331200,1372,1974,25566,7435,3430,1347,21993,21252,57705,34320,13170,1030,1235,20705,556330,13496,39063,39063,13496,9013,,31053,CO,54330,8,54330,NORTHGLENN,80233,39.89937,-104.94697
"Northglenn city, Colorado",39201,19869,19332,32.8,32.5,33,31029,1062,1598,13170,71104,403,288,210,31072,3020,1372,13937,7640,5856,331200,1372,1974,25566,7435,3430,1347,21993,21252,57705,34320,13170,1030,1235,20705,556330,13496,39063,39063,13496,9013,,31053,CO,54330,8,54330,NORTHGLENN,80234,39.91208,-105.00526
"Northglenn city, Colorado",39201,19869,19332,32.8,32.5,33,31029,1062,1598,13170,71104,403,288,210,31072,3020,1372,13937,7640,5856,331200,1372,1974,25566,7435,3430,1347,21993,21252,57705,34320,13170,1030,1235,20705,556330,13496,39063,39063,13496,9013,,31053,CO,54330,8,54330,NORTHGLENN,80241,39.92876,-104.95492
"Olathe town, Colorado",1800,1009,791,39.1,39.4,37.8,1386,0,0,1104,50750,65,38,25,22740,252,862,707,365,265,139200,862,1980,1197,380,54,61,820,777,65972,45682,1104,0,0,762,16825,630,1741,1741,630,328,,1489,CO,55540,8,55540,OLATHE,81425,38.49363,-108.10469
"Orchard City town, Colorado",3164,1361,1803,53.2,54,53.1,2871,125,45,444,60423,29,135,37,28442,495,990,1466,1030,290,262300,990,1982,2511,753,238,123,1379,1301,38750,48415,444,0,45,1288,35710,1320,3104,3104,1320,951,,2672,CO,55980,8,55980,ORCHARD CITY,81410,38.81261,-107.97595
"Orchard Mesa CDP, Colorado",6484,3117,3367,40.3,38.3,42.3,6099,47,85,582,61017,77,89,207,26251,750,1168,2572,1943,501,216500,1168,1977,4688,1055,673,226,2972,2662,40750,27273,582,44,85,2585,47300,2444,6484,6484,2444,1828,,5255,CO,56035,8,56035,ORCHARD MESA,81503,39.03094,-108.48682
"Ordway town, Colorado",1642,937,705,45,42.5,45.7,1233,41,7,499,34576,66,28,21,19404,374,1075,660,398,165,69400,1075,1964,1177,405,76,103,596,492,44034,40972,499,41,6,504,13505,563,1576,1576,563,365,,1389,CO,56145,8,56145,ORDWAY,81063,38.45232,-103.78494
"Ouray city, Colorado",1046,458,588,50,45.9,52.3,989,0,0,42,64292,0,0,8,38753,29,877,789,324,133,463600,877,1979,846,120,251,195,590,576,54464,-666666666,42,0,0,556,7445,457,1046,1046,457,284,,939,CO,56420,8,56420,OURAY,81427,37.99301,-107.64387
"Pagosa Springs town, Colorado",1751,872,879,36.4,30.4,43,1019,43,0,673,26125,37,105,130,18593,438,765,974,238,460,250000,765,1986,1180,296,207,69,769,703,46250,-666666666,673,1,0,690,6810,698,1702,1702,698,327,,1353,CO,56860,8,56860,PAGOSA SPRINGS,81147,37.28675,-107.08333
"Pagosa Springs town, Colorado",1751,872,879,36.4,30.4,43,1019,43,0,673,26125,37,105,130,18593,438,765,974,238,460,250000,765,1986,1180,296,207,69,769,703,46250,-666666666,673,1,0,690,6810,698,1702,1702,698,327,,1353,CO,56860,8,56860,PAGOSA SPRINGS,81157,37.2695,-107.0098
"Palisade town, Colorado",2783,1459,1324,44.3,38.5,48.6,2371,0,20,319,34115,81,186,120,24783,639,814,1390,804,427,191000,814,1986,2004,376,288,126,1235,1141,64500,19706,319,0,20,1134,35025,1231,2723,2723,1231,639,,2311,CO,56970,8,56970,PALISADE,81526,39.07741,-108.33056
"Palmer Lake town, Colorado",2946,1432,1514,42.3,41.9,44.9,2733,62,15,401,92333,9,66,26,39859,185,985,1241,1087,87,329700,985,1979,2262,455,433,225,1907,1778,85089,-666666666,401,0,15,1785,38940,1174,2939,2939,1174,867,,2548,CO,57025,8,57025,PALMER LAKE,80133,39.1155,-104.90443
"Paonia town, Colorado",1528,744,784,46.2,39.9,50,1364,40,7,202,51071,72,31,86,34967,150,681,874,491,255,193800,681,1966,1170,208,295,119,732,695,60758,93603,202,31,7,695,12610,746,1491,1491,746,346,,1303,CO,57300,8,57300,PAONIA,81428,38.95928,-107.59899
"Paonia town, Colorado",1528,744,784,46.2,39.9,50,1364,40,7,202,51071,72,31,86,34967,150,681,874,491,255,193800,681,1966,1170,208,295,119,732,695,60758,93603,202,31,7,695,12610,746,1491,1491,746,346,,1303,CO,57300,8,57300,PAONIA,81434,38.95384,-107.35954
